Resignation,Business Travel,CF_age band,CF_current Employee,Current Status,Department,Education,Employee Number,Gender,Job Role,Marital Status,Over Time,Trainings Last Year,Age,Daily Rate,Distance From Home,Education Degree,Environment Satisfaction,Job Involvement,Job Satisfaction,Monthly Income,Num Companies Worked,Percent Salary Hike,Performance Rating,Stock Option Level,Total Working Years,Work Life Balance,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,1172,Male,Laboratory Technician,Married,No,2,35,982,1,Master's Degree,4,2,3,2258,6,12,3,1,10,3,0,1,7
No,Travel_Rarely,Under 25,1,Current Employees,R&D,Medical,1173,Male,Laboratory Technician,Single,No,2,24,477,24,Bachelor's Degree,4,3,2,3597,8,22,4,0,6,3,3,1,2
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,R&D,Life Sciences,1175,Female,Laboratory Technician,Married,Yes,4,28,1485,12,High School,3,3,4,2515,1,11,3,0,1,2,1,0,0
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,1177,Male,Laboratory Technician,Married,No,2,26,1384,3,Master's Degree,1,4,4,4420,1,22,4,1,8,3,7,0,7
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Marketing,1179,Male,Sales Executive,Married,No,3,30,852,10,Bachelor's Degree,3,2,3,6578,1,18,3,1,10,3,3,1,4
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Medical,1180,Female,Research Scientist,Married,Yes,3,40,902,26,Associates Degree,3,2,4,4422,3,13,3,1,16,1,1,0,0
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,1182,Male,Manufacturing Director,Divorced,No,2,35,819,2,Bachelor's Degree,3,2,2,10274,2,18,3,1,15,4,7,6,4
No,Travel_Frequently,25 - 34,1,Current Employees,R&D,Medical,1184,Male,Healthcare Representative,Single,No,3,34,669,1,Bachelor's Degree,4,2,1,5343,0,20,4,0,14,3,9,4,9
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Other,1185,Male,Laboratory Technician,Married,No,2,35,636,4,Master's Degree,4,2,4,2376,1,13,3,1,2,4,2,2,2
Yes,Travel_Rarely,35 - 44,0,Ex-Employees,Sales,Marketing,1188,Female,Sales Executive,Single,No,2,43,1372,9,Bachelor's Degree,1,1,3,5346,8,13,3,0,7,2,3,1,3
No,Non-Travel,25 - 34,1,Current Employees,Sales,Life Sciences,1190,Female,Sales Representative,Divorced,No,3,32,862,2,High School,3,3,1,2827,1,12,3,3,1,3,0,0,0
No,Travel_Rarely,Over 55,1,Current Employees,R&D,Technical Degree,1191,Female,Manager,Divorced,No,2,56,718,4,Master's Degree,4,3,1,19943,4,13,3,1,28,3,2,4,2
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,1192,Female,Laboratory Technician,Married,No,5,29,1401,6,High School,2,3,4,3131,1,13,3,1,10,3,8,0,8
No,Travel_Rarely,Under 25,1,Current Employees,R&D,Life Sciences,1193,Male,Research Scientist,Single,No,4,19,645,9,Associates Degree,3,3,1,2552,1,25,4,0,1,3,1,0,0
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Medical,1195,Female,Research Scientist,Married,Yes,2,45,1457,7,Bachelor's Degree,1,3,3,4477,4,19,3,1,7,2,2,0,2
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,1196,Female,Manufacturing Director,Married,No,2,37,977,1,Bachelor's Degree,4,2,4,6474,1,13,3,1,14,2,8,3,11
No,Travel_Rarely,Under 25,1,Current Employees,R&D,Life Sciences,1198,Male,Laboratory Technician,Single,No,2,20,805,3,Bachelor's Degree,1,2,3,3033,1,12,3,0,2,2,2,1,2
Yes,Travel_Rarely,35 - 44,0,Ex-Employees,R&D,Life Sciences,1200,Male,Research Scientist,Single,Yes,4,44,1097,10,Master's Degree,3,3,3,2936,1,11,3,0,6,3,4,0,2
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Medical,1201,Female,Manager,Divorced,No,6,53,1223,7,Associates Degree,4,3,3,18606,3,18,3,1,26,3,7,4,7
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,1202,Female,Research Scientist,Married,Yes,2,29,942,15,High School,2,1,4,2168,0,18,3,1,6,2,4,1,3
Yes,Travel_Frequently,Under 25,0,Ex-Employees,R&D,Life Sciences,1203,Male,Research Scientist,Married,Yes,5,22,1256,3,Master's Degree,3,2,4,2853,0,11,3,1,1,3,0,0,0
No,Travel_Rarely,45 - 54,1,Current Employees,Sales,Marketing,1204,Female,Manager,Married,No,2,46,1402,2,Bachelor's Degree,3,3,1,17048,8,23,4,0,28,3,15,15,9
No,Non-Travel,35 - 44,1,Current Employees,R&D,Life Sciences,1206,Male,Research Scientist,Single,No,3,44,111,17,Bachelor's Degree,4,1,3,2290,2,13,3,0,6,3,0,0,0
No,Travel_Rarely,25 - 34,1,Current Employees,HR,Human Resources,1207,Male,Human Resources,Married,No,2,33,147,2,Bachelor's Degree,2,3,3,3600,1,13,3,1,5,3,4,1,4
Yes,Non-Travel,35 - 44,0,Ex-Employees,R&D,Life Sciences,1210,Male,Research Scientist,Divorced,No,2,41,906,5,Associates Degree,1,2,1,2107,6,17,3,1,5,1,0,0,0
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Life Sciences,1211,Male,Sales Executive,Divorced,No,3,30,1329,29,Master's Degree,3,3,1,4115,8,19,3,3,8,3,3,0,3
No,Travel_Frequently,35 - 44,1,Current Employees,Sales,Medical,1212,Male,Sales Executive,Married,No,2,40,1184,2,Master's Degree,2,3,2,4327,5,12,3,3,5,3,0,0,0
No,Travel_Frequently,45 - 54,1,Current Employees,R&D,Medical,1215,Female,Manager,Married,No,3,50,1421,2,Bachelor's Degree,4,3,1,17856,2,22,4,1,32,3,2,2,2
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,1216,Male,Laboratory Technician,Married,No,2,28,1179,19,Master's Degree,4,2,1,3196,1,12,3,3,6,3,5,3,3
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Life Sciences,1217,Male,Research Director,Married,No,2,46,1450,15,Associates Degree,4,3,2,19081,5,11,3,1,25,3,2,0,3
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Life Sciences,1218,Male,Sales Executive,Married,Yes,2,35,1361,17,Master's Degree,3,3,1,8966,3,15,3,3,15,3,7,1,7
Yes,Travel_Rarely,Under 25,0,Ex-Employees,R&D,Life Sciences,1219,Female,Laboratory Technician,Married,No,3,24,984,17,Associates Degree,4,3,2,2210,1,13,3,1,1,1,0,0,0
No,Travel_Frequently,25 - 34,1,Current Employees,Sales,Medical,1220,Female,Sales Executive,Married,No,3,33,1146,25,Bachelor's Degree,2,3,3,4539,1,12,3,1,10,2,7,0,1
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,1221,Male,Laboratory Technician,Divorced,No,4,36,917,6,Master's Degree,3,1,3,2741,1,14,3,1,7,3,7,1,7
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,1224,Male,Laboratory Technician,Divorced,No,4,30,853,7,Master's Degree,3,3,3,3491,1,13,3,3,10,2,7,8,9
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Other,1225,Male,Research Scientist,Single,No,3,44,200,29,Master's Degree,4,3,4,4541,1,25,4,0,20,3,11,13,17
No,Travel_Rarely,Under 25,1,Current Employees,Sales,Marketing,1226,Male,Sales Representative,Single,No,2,20,654,21,Bachelor's Degree,3,4,4,2678,1,17,3,0,2,3,1,2,2
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Technical Degree,1228,Male,Manufacturing Director,Divorced,No,3,46,150,2,Master's Degree,4,3,4,7379,2,11,3,1,12,2,3,1,4
No,Non-Travel,35 - 44,1,Current Employees,HR,Medical,1231,Male,Human Resources,Married,No,3,42,179,2,Doctoral Degree,4,4,1,6272,7,16,3,1,10,4,3,0,3
No,Travel_Rarely,Over 55,1,Current Employees,Sales,Marketing,1233,Male,Sales Executive,Divorced,Yes,3,60,696,7,Master's Degree,2,4,4,5220,0,18,3,1,12,3,7,1,9
No,Travel_Frequently,25 - 34,1,Current Employees,R&D,Other,1234,Female,Laboratory Technician,Married,No,2,32,116,13,Bachelor's Degree,3,2,2,2743,1,20,4,1,2,3,2,2,2
No,Travel_Frequently,25 - 34,1,Current Employees,R&D,Life Sciences,1235,Female,Research Scientist,Single,Yes,2,32,1316,2,Associates Degree,4,3,3,4998,4,14,3,0,10,3,7,0,7
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Technical Degree,1237,Female,Manufacturing Director,Divorced,Yes,2,36,363,1,Bachelor's Degree,3,1,1,10252,2,21,4,1,17,3,7,7,7
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,1238,Male,Research Scientist,Married,No,5,33,117,9,Bachelor's Degree,1,3,4,2781,0,13,3,1,15,3,10,4,10
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Technical Degree,1239,Female,Sales Executive,Divorced,No,2,40,107,10,Bachelor's Degree,2,2,2,6852,7,12,3,1,7,4,1,1,3
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Life Sciences,1240,Male,Sales Executive,Single,No,4,25,1356,10,Master's Degree,3,3,4,4950,0,14,3,0,5,3,3,1,1
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,1241,Male,Research Scientist,Married,Yes,2,30,1465,1,Bachelor's Degree,4,3,2,3579,0,21,4,1,12,3,9,5,7
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Medical,1242,Female,Research Director,Married,Yes,6,42,458,26,Doctoral Degree,1,3,1,13191,3,17,3,0,20,3,0,0,0
No,Non-Travel,35 - 44,1,Current Employees,Sales,Marketing,1243,Female,Sales Executive,Married,Yes,6,35,1212,8,Associates Degree,3,2,4,10377,4,11,3,1,16,2,2,4,12
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,1244,Male,Research Scientist,Married,Yes,3,27,1103,14,Bachelor's Degree,1,3,1,2235,1,14,3,2,9,2,7,6,8
No,Travel_Frequently,45 - 54,1,Current Employees,R&D,Life Sciences,1245,Female,Manufacturing Director,Divorced,No,2,54,966,1,Master's Degree,4,3,3,10502,7,17,3,1,33,1,4,1,4
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,1246,Female,Research Scientist,Married,No,5,44,1117,2,High School,1,4,4,2011,1,13,3,1,10,3,5,7,7
Yes,Non-Travel,Under 25,0,Ex-Employees,R&D,Medical,1248,Female,Research Scientist,Single,Yes,2,19,504,10,Bachelor's Degree,1,2,2,1859,1,25,4,0,1,4,1,0,0
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,1249,Female,Research Scientist,Divorced,No,5,29,1010,1,Bachelor's Degree,1,3,4,3760,1,15,3,3,3,3,2,1,2
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Life Sciences,1250,Male,Research Director,Married,No,2,54,685,3,Bachelor's Degree,4,3,4,17779,3,14,3,0,36,3,9,0,9
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,1251,Male,Healthcare Representative,Married,Yes,2,31,1332,11,Associates Degree,3,3,1,6833,1,12,3,0,6,2,5,0,1
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,1252,Female,Healthcare Representative,Single,No,2,31,1062,24,Bachelor's Degree,3,2,1,6812,1,19,3,0,10,3,9,1,8
No,Travel_Rarely,Over 55,1,Current Employees,Sales,Life Sciences,1254,Female,Sales Executive,Single,No,2,59,326,3,Bachelor's Degree,3,2,4,5171,5,17,3,0,13,3,1,0,5
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,1255,Male,Research Director,Married,No,2,43,920,3,Bachelor's Degree,3,1,4,19740,3,14,3,1,25,3,7,0,7
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Medical,1256,Male,Manager,Married,No,2,49,1098,4,Associates Degree,1,2,3,18711,2,13,3,1,23,4,0,0,0
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Technical Degree,1257,Male,Research Scientist,Married,No,2,36,469,3,Bachelor's Degree,3,3,2,3692,1,12,3,0,12,2,10,0,7
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Technical Degree,1258,Male,Laboratory Technician,Single,No,4,48,969,2,Associates Degree,4,4,2,2559,5,11,3,0,7,2,0,0,0
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,1259,Male,Research Scientist,Divorced,No,2,27,1167,4,Associates Degree,1,3,3,2517,1,11,3,3,5,3,3,0,3
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,1260,Male,Healthcare Representative,Divorced,Yes,2,29,1329,7,Bachelor's Degree,3,3,4,6623,1,11,3,2,6,3,0,1,0
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Life Sciences,1263,Male,Research Director,Single,No,3,48,715,1,Bachelor's Degree,4,2,4,18265,6,12,3,0,25,4,0,0,0
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,1264,Female,Research Director,Divorced,No,2,29,694,1,Bachelor's Degree,4,2,4,16124,3,14,3,2,9,2,7,1,7
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Technical Degree,1265,Female,Research Scientist,Married,No,5,34,1320,20,Bachelor's Degree,3,4,3,2585,0,17,3,0,2,2,0,0,0
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Marketing,1267,Male,Manager,Married,No,5,44,1099,5,Bachelor's Degree,2,3,2,18213,7,11,3,1,26,3,9,3,10
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Marketing,1268,Male,Sales Executive,Divorced,Yes,3,33,536,10,Doctoral Degree,4,4,3,8380,0,14,3,2,10,3,8,0,8
No,Travel_Rarely,Under 25,1,Current Employees,R&D,Life Sciences,1269,Female,Research Scientist,Single,Yes,2,19,265,25,Bachelor's Degree,2,4,4,2994,1,12,3,0,1,3,0,0,1
No,Travel_Rarely,Under 25,1,Current Employees,R&D,Life Sciences,1270,Male,Research Scientist,Married,No,2,23,373,1,Associates Degree,4,3,3,1223,1,22,4,1,1,3,0,0,1
Yes,Travel_Frequently,25 - 34,0,Ex-Employees,Sales,Life Sciences,1273,Male,Sales Representative,Single,Yes,4,25,599,24,High School,3,1,4,1118,1,14,3,0,1,3,0,1,0
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,1275,Male,Research Scientist,Single,Yes,2,26,583,4,Associates Degree,3,3,4,2875,1,20,4,0,8,2,5,2,2
Yes,Travel_Rarely,45 - 54,0,Ex-Employees,Sales,Marketing,1277,Female,Manager,Single,Yes,2,45,1449,2,Bachelor's Degree,1,1,2,18824,2,16,3,0,26,3,10,1,11
No,Non-Travel,Over 55,1,Current Employees,R&D,Medical,1278,Male,Healthcare Representative,Divorced,Yes,3,55,177,8,High School,4,2,2,13577,1,15,3,1,34,3,9,15,0
Yes,Travel_Frequently,Under 25,0,Ex-Employees,R&D,Life Sciences,1279,Female,Laboratory Technician,Single,No,2,21,251,10,Associates Degree,1,2,3,2625,1,20,4,0,2,1,2,2,2
No,Travel_Rarely,45 - 54,1,Current Employees,Sales,Marketing,1280,Female,Manager,Married,No,2,46,168,4,Associates Degree,4,2,2,18789,2,14,3,1,26,3,4,0,8
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Marketing,1281,Female,Sales Executive,Single,Yes,3,34,131,2,Bachelor's Degree,3,3,1,4538,0,12,3,0,4,3,2,0,2
No,Travel_Frequently,45 - 54,1,Current Employees,Sales,Life Sciences,1282,Male,Manager,Divorced,Yes,5,51,237,9,Bachelor's Degree,4,3,2,19847,4,24,4,1,31,2,10,11,10
No,Travel_Rarely,Over 55,1,Current Employees,R&D,Medical,1283,Male,Manufacturing Director,Single,No,6,59,1429,18,Master's Degree,4,3,4,10512,6,12,3,0,25,2,7,5,4
No,Travel_Frequently,25 - 34,1,Current Employees,R&D,Medical,1285,Female,Laboratory Technician,Divorced,No,2,34,135,19,Bachelor's Degree,3,3,2,4444,4,13,3,2,15,4,8,5,10
No,Travel_Frequently,25 - 34,1,Current Employees,R&D,Medical,1286,Male,Laboratory Technician,Single,Yes,2,28,791,1,Master's Degree,4,3,3,2154,0,11,3,0,5,2,2,0,2
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,1288,Male,Manager,Divorced,No,4,44,1199,4,Associates Degree,3,4,1,19190,1,14,3,2,26,2,9,14,13
No,Travel_Frequently,25 - 34,1,Current Employees,HR,Life Sciences,1289,Male,Human Resources,Married,No,5,34,648,11,Bachelor's Degree,3,2,2,4490,4,11,3,2,14,4,9,1,8
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,1291,Male,Research Scientist,Married,Yes,3,35,735,6,High School,3,3,3,3506,0,14,3,0,4,3,2,2,2
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,1292,Female,Research Scientist,Married,Yes,2,42,603,7,Master's Degree,2,4,2,2372,6,16,3,0,18,3,0,0,0
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Marketing,1293,Female,Sales Executive,Single,No,3,43,531,4,Master's Degree,4,2,4,10231,3,14,3,0,23,4,7,15,17
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,1294,Female,Manufacturing Director,Single,Yes,2,36,429,2,Master's Degree,3,3,2,5410,9,11,3,0,18,3,14,5,12
Yes,Travel_Rarely,35 - 44,0,Ex-Employees,R&D,Medical,1295,Female,Healthcare Representative,Married,No,2,44,621,15,Bachelor's Degree,1,3,4,7978,1,11,3,1,10,3,7,0,5
No,Travel_Frequently,25 - 34,1,Current Employees,R&D,Life Sciences,1296,Male,Laboratory Technician,Married,Yes,2,28,193,2,Bachelor's Degree,4,2,4,3867,1,12,3,1,2,3,2,2,2
No,Travel_Frequently,45 - 54,1,Current Employees,R&D,Medical,1297,Female,Laboratory Technician,Single,No,6,51,968,6,Associates Degree,2,2,3,2838,0,14,3,0,8,2,0,7,7
No,Non-Travel,25 - 34,1,Current Employees,R&D,Medical,1298,Female,Manufacturing Director,Single,Yes,3,30,879,9,Associates Degree,3,3,3,4695,7,18,3,0,10,3,4,1,7
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,R&D,Technical Degree,1299,Female,Laboratory Technician,Divorced,Yes,2,29,806,7,Bachelor's Degree,2,3,3,3339,3,13,3,2,10,3,7,7,7
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Technical Degree,1301,Male,Research Scientist,Single,No,2,28,640,1,Bachelor's Degree,4,3,1,2080,2,11,3,0,5,2,2,1,2
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,1303,Female,Research Scientist,Single,No,3,25,266,1,Bachelor's Degree,4,3,2,2096,1,18,3,0,2,2,2,2,1
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Medical,1304,Male,Sales Executive,Married,No,4,32,604,8,Bachelor's Degree,3,4,4,6209,1,15,3,2,10,4,7,0,8
No,Travel_Frequently,45 - 54,1,Current Employees,R&D,Medical,1306,Female,Manager,Single,No,4,45,364,25,Bachelor's Degree,2,3,2,18061,3,22,4,0,22,3,0,0,0
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,1307,Female,Manager,Divorced,Yes,4,39,412,13,Master's Degree,3,2,2,17123,6,13,3,2,21,3,9,15,2
No,Travel_Rarely,Over 55,1,Current Employees,R&D,Life Sciences,1308,Male,Research Scientist,Divorced,No,3,58,848,23,Master's Degree,1,3,3,2372,1,12,3,2,2,3,2,2,2
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,R&D,Life Sciences,1309,Male,Laboratory Technician,Married,No,3,32,1089,7,Associates Degree,4,3,3,4883,1,18,3,1,10,3,4,1,1
Yes,Travel_Rarely,35 - 44,0,Ex-Employees,R&D,Medical,1310,Male,Research Scientist,Single,No,2,39,360,23,Bachelor's Degree,3,3,1,3904,0,13,3,0,6,3,2,0,3
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Technical Degree,1311,Female,Laboratory Technician,Married,No,6,30,1138,6,Bachelor's Degree,1,2,4,4627,0,12,3,1,10,3,2,6,7
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Technical Degree,1312,Female,Healthcare Representative,Married,No,0,36,325,10,Master's Degree,4,3,3,7094,3,12,3,0,10,3,7,1,7
No,Travel_Rarely,45 - 54,1,Current Employees,HR,Life Sciences,1314,Female,Human Resources,Single,No,3,46,991,1,Associates Degree,4,3,1,3423,6,12,3,0,10,4,6,5,7
No,Non-Travel,25 - 34,1,Current Employees,R&D,Life Sciences,1315,Female,Laboratory Technician,Married,No,6,28,1476,1,Bachelor's Degree,3,1,4,6674,0,11,3,3,10,3,8,7,5
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Life Sciences,1317,Female,Research Director,Married,Yes,2,50,1322,28,Bachelor's Degree,4,3,1,16880,4,11,3,0,25,3,2,1,2
Yes,Travel_Rarely,35 - 44,0,Ex-Employees,Sales,Marketing,1318,Male,Sales Executive,Single,Yes,2,40,299,25,Master's Degree,4,2,2,9094,2,12,3,0,9,3,4,1,0
Yes,Travel_Rarely,45 - 54,0,Ex-Employees,Sales,Life Sciences,1319,Male,Sales Executive,Single,Yes,2,52,1030,5,Bachelor's Degree,2,3,2,8446,9,19,3,0,10,2,7,7,7
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,1321,Female,Manager,Married,Yes,2,30,634,17,Master's Degree,2,3,1,11916,1,23,4,2,9,3,1,0,8
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,1322,Male,Manufacturing Director,Single,No,6,39,524,18,Associates Degree,1,3,3,4534,0,11,3,0,9,3,7,1,7
No,Non-Travel,25 - 34,1,Current Employees,Sales,Life Sciences,1324,Female,Sales Executive,Divorced,Yes,5,31,587,2,Master's Degree,4,3,3,9852,1,19,3,1,10,2,8,9,6
No,Non-Travel,35 - 44,1,Current Employees,Sales,Medical,1329,Male,Sales Executive,Single,No,4,41,256,10,Associates Degree,3,1,2,6151,1,13,3,0,19,3,2,11,9
Yes,Travel_Frequently,25 - 34,0,Ex-Employees,Sales,Life Sciences,1331,Female,Sales Representative,Single,Yes,2,31,1060,1,Bachelor's Degree,4,3,2,2302,1,11,3,0,3,4,2,2,2
Yes,Travel_Rarely,35 - 44,0,Ex-Employees,R&D,Life Sciences,1333,Male,Laboratory Technician,Married,No,4,44,935,3,Bachelor's Degree,1,3,1,2362,4,12,3,0,10,4,2,1,2
No,Non-Travel,35 - 44,1,Current Employees,R&D,Life Sciences,1334,Male,Manager,Married,Yes,3,42,495,2,High School,3,3,3,17861,0,13,3,0,21,2,8,2,10
No,Travel_Rarely,Over 55,1,Current Employees,R&D,Medical,1336,Female,Manager,Married,No,5,55,282,2,Associates Degree,4,1,3,19187,4,14,3,1,23,3,9,9,11
No,Travel_Rarely,Over 55,1,Current Employees,HR,Life Sciences,1338,Male,Manager,Single,No,4,56,206,8,Master's Degree,4,3,2,19717,6,14,3,0,36,3,3,7,7
No,Non-Travel,35 - 44,1,Current Employees,R&D,Life Sciences,1340,Male,Research Scientist,Divorced,No,0,40,458,16,Associates Degree,3,3,3,3544,9,16,3,1,6,3,2,0,0
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,1344,Male,Healthcare Representative,Divorced,No,0,34,943,9,Bachelor's Degree,4,3,4,8500,0,11,3,1,10,2,7,1,6
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,1346,Male,Research Scientist,Single,No,4,40,523,2,Bachelor's Degree,3,3,4,4661,1,13,3,0,9,3,8,8,8
No,Travel_Frequently,35 - 44,1,Current Employees,Sales,Marketing,1349,Female,Sales Executive,Divorced,No,2,41,1018,1,Bachelor's Degree,3,3,1,4103,0,17,3,1,10,3,3,1,7
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Life Sciences,1350,Male,Research Scientist,Single,Yes,3,35,482,4,Master's Degree,3,3,3,4249,1,11,3,0,9,3,6,1,1
No,Travel_Rarely,45 - 54,1,Current Employees,HR,Life Sciences,1352,Male,Manager,Divorced,Yes,2,51,770,5,Bachelor's Degree,3,3,2,14026,1,11,3,1,33,3,9,0,10
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Life Sciences,1355,Female,Sales Executive,Divorced,No,3,38,1009,2,Associates Degree,2,3,1,6893,3,15,3,1,11,3,7,1,7
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Medical,1356,Female,Sales Executive,Single,No,6,34,507,15,Associates Degree,3,3,1,6125,1,12,3,0,10,4,8,9,6
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,1358,Male,Laboratory Technician,Married,No,6,25,882,19,High School,4,3,4,3669,3,11,3,3,7,2,2,1,2
Yes,Travel_Rarely,Over 55,0,Ex-Employees,R&D,Medical,1360,Female,Manufacturing Director,Married,Yes,0,58,601,7,Master's Degree,3,2,1,10008,7,14,3,0,31,2,9,5,9
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,1361,Male,Laboratory Technician,Married,No,3,40,329,1,Master's Degree,2,3,2,2387,3,22,4,1,7,3,2,0,3
No,Travel_Frequently,35 - 44,1,Current Employees,Sales,Marketing,1362,Female,Sales Executive,Married,No,2,36,607,7,Bachelor's Degree,1,4,1,4639,2,16,3,1,17,2,7,6,13
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Life Sciences,1363,Male,Manufacturing Director,Single,No,2,48,855,4,Bachelor's Degree,4,3,4,7898,1,11,3,0,11,3,9,0,8
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Medical,1364,Female,Sales Representative,Married,No,4,27,1291,11,Bachelor's Degree,3,4,4,2534,8,14,3,1,5,3,0,0,0
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Technical Degree,1367,Female,Manufacturing Director,Single,No,1,51,1405,11,Associates Degree,4,2,2,13142,3,16,3,0,29,2,2,0,3
No,Non-Travel,Under 25,1,Current Employees,R&D,Life Sciences,1368,Female,Laboratory Technician,Single,No,5,18,1124,1,Bachelor's Degree,4,3,4,1611,1,15,3,0,0,4,0,0,0
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,1369,Female,Laboratory Technician,Married,No,0,35,817,1,Bachelor's Degree,4,2,4,5363,0,12,3,1,10,3,7,0,0
No,Travel_Frequently,25 - 34,1,Current Employees,Sales,Life Sciences,1371,Male,Sales Executive,Single,No,3,27,793,2,High School,4,1,4,5071,3,20,4,0,8,3,2,0,0
Yes,Travel_Rarely,Over 55,0,Ex-Employees,Sales,Marketing,1372,Male,Sales Executive,Single,Yes,2,55,267,13,Master's Degree,1,4,3,13695,6,17,3,0,24,2,7,3,8
No,Travel_Rarely,Over 55,1,Current Employees,R&D,Life Sciences,1373,Male,Manufacturing Director,Married,Yes,0,56,1369,23,Bachelor's Degree,4,3,2,13402,4,12,3,1,33,3,16,15,9
No,Non-Travel,25 - 34,1,Current Employees,R&D,Technical Degree,1374,Female,Research Scientist,Divorced,No,2,34,999,26,High School,1,2,3,2029,1,20,4,3,5,3,4,0,0
